,index,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,home_field,angle,layup,seconds_remaining_accuracy,shot_distance_accuracy,minutes_remaining_accuracy,period_accuracy,shot_type_accuracy,action_type_accuracy,lat_accuracy,lon_accuracy,angle_accuracy,season_accuracy
10,44,Layup Shot,Layup,281,20000047,34.0253,-12,19,-118.2818,4,3,0,2000-01,29,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,VAN,45,1,5545.0,0,0.42105263157894735,0.400836820083682,0.4514093395035759,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.46153846153846156,0.5344827586206896,0.5,0.4666666666666667
11,49,Jump Shot,Jump Shot,410,20000047,34.0143,-176,30,-118.4458,3,4,0,2000-01,19,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,VAN,50,0,6626.0,0,0.4720194647201946,0.4503105590062112,0.4549499443826474,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.42857142857142855,0.4166666666666667,0.46095829636202307,0.4666666666666667
12,54,Jump Shot,Jump Shot,60,20000049,33.7973,-141,247,-118.4108,4,1,0,2000-01,58,28,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,LAC,55,0,4777.0,0,0.48,0.3642121931908155,0.3805418719211823,0.4488021295474712,0.32926829268292684,0.3269133619600909,0.4583333333333333,0.2153846153846154,0.75,0.4666666666666667
13,59,Jump Shot,Jump Shot,199,20000049,33.8033,146,241,-118.1238,3,2,0,2000-01,10,28,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,LAC,60,1,9505.0,0,0.4786729857819905,0.400836820083682,0.42347600518806744,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.375,0.46,0.6666666666666666,0.4666666666666667
14,65,Jump Shot,Jump Shot,397,20000049,33.9533,-10,91,-118.2798,10,4,0,2000-01,13,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,LAC,66,0,18000.0,0,0.3217286914765906,0.42393736017897093,0.3805418719211823,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.6155655334616207,0.34615384615384615,1.0,0.4666666666666667
15,66,Jump Shot,Jump Shot,22,20000058,34.0083,-119,36,-118.3888,9,1,0,2000-01,6,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,HOU,67,0,13227.0,0,0.47453703703703703,0.477112676056338,0.3805418719211823,0.4488021295474712,0.4773477939364062,0.5982042648709316,0.3541666666666667,0.34285714285714286,0.2777777777777778,0.4666666666666667
16,70,Jump Shot,Jump Shot,55,20000058,33.9343,159,110,-118.1108,5,1,0,2000-01,15,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,HOU,71,1,2953.0,0,0.4329411764705882,0.4272890484739677,0.46996466431095407,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.5108695652173914,0.5384615384615384,0.0,0.4666666666666667
17,79,Jump Shot,Jump Shot,313,20000058,33.9973,58,47,-118.2118,11,4,0,2000-01,49,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,HOU,80,0,0.0,1,0.46153846153846156,0.634765625,0.4472295514511873,0.4488021295474712,0.4773477939364062,0.3853296193129062,0.6155655334616207,0.6207576089336545,0.5,0.4666666666666667
18,84,Jump Shot,Jump Shot,20,20000068,33.9743,-29,70,-118.2988,9,1,0,2000-01,48,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,SAS,85,1,16714.0,0,0.44080604534005036,0.4269547325102881,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.5108695652173914,0.3793103448275862,0.5,0.4666666666666667
19,85,Turnaround Jump Shot,Jump Shot,33,20000068,33.9953,-124,49,-118.3938,7,1,0,2000-01,26,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,SAS,86,0,5680.0,0,0.42720763723150357,0.36952714535901926,0.44724674232870953,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.37209302325581395,0.4024390243902439,1.0,0.4666666666666667
20,94,Turnaround Jump Shot,Jump Shot,180,20000068,34.0403,132,4,-118.1378,4,2,0,2000-01,25,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,SAS,95,0,5144.0,0,0.44522144522144524,0.3893877551020408,0.47974413646055436,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.43529411764705883,0.5344827586206896,0.5,0.4666666666666667
21,103,Jump Shot,Jump Shot,286,20000068,33.9073,-101,137,-118.3708,4,3,0,2000-01,16,17,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,SAS,104,0,9907.0,0,0.44080604534005036,0.3893877551020408,0.4522425249169435,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.32978723404255317,0.5466666666666666,0.0,0.4666666666666667
22,112,Jump Shot,Jump Shot,418,20000068,33.8943,-151,150,-118.4208,0,4,0,2000-01,43,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,SAS,113,1,610.0,0,0.45931758530183725,0.4269547325102881,0.47974413646055436,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.45714285714285713,0.39344262295081966,0.46095829636202307,0.4666666666666667
23,122,Jump Shot,Jump Shot,217,20000098,33.9913,-155,53,-118.4248,2,2,0,2000-01,40,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,HOU,123,1,4259.0,0,0.4343675417661098,0.35744941753525444,0.44724674232870953,0.45344187375035705,0.32926829268292684,0.3269133619600909,0.3717948717948718,0.3611111111111111,0.46095829636202307,0.4666666666666667
24,125,Running Jump Shot,Jump Shot,261,20000098,33.9113,-96,133,-118.3658,9,3,0,2000-01,59,16,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,HOU,126,0,17028.0,0,0.4976190476190476,0.400836820083682,0.3805418719211823,0.4488021295474712,0.4773477939364062,0.3269133619600909,0.3333333333333333,0.3333333333333333,0.46095829636202307,0.4666666666666667
25,132,Reverse Layup Shot,Layup,327,20000098,34.0443,0,0,-118.2698,2,3,0,2000-01,56,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,HOU,133,1,3349.0,0,0.44472361809045224,0.3642121931908155,0.4659661946094107,0.46567164179104475,0.32926829268292684,0.3269133619600909,0.4369747899159664,0.3076923076923077,0.5,0.4666666666666667
26,140,Jump Shot,Jump Shot,492,20000098,34.0083,45,36,-118.2248,1,4,0,2000-01,5,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,HOU,141,1,0.0,1,0.4976190476190476,0.634765625,0.48187633262260127,0.45344187375035705,0.4773477939364062,0.3853296193129062,0.6155655334616207,0.6207576089336545,0.5,0.4666666666666667
27,143,Jump Shot,Jump Shot,55,20000108,34.0333,237,11,-118.0328,4,1,0,2000-01,52,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,144,0,9363.0,0,0.4679334916864608,0.4272890484739677,0.47974413646055436,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.4014084507042254,0.6091954022988506,0.5,0.4666666666666667
28,149,Driving Layup Shot,Layup,120,20000108,34.0443,0,0,-118.2698,10,2,0,2000-01,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,150,1,9851.0,0,0.42720763723150357,0.3642121931908155,0.44724674232870953,0.4488021295474712,0.32926829268292684,0.3269133619600909,0.2753623188405797,0.4,0.5,0.4666666666666667
29,151,Jump Shot,Jump Shot,179,20000108,33.8753,7,169,-118.2628,4,2,0,2000-01,14,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,152,1,5778.0,0,0.40850277264325324,0.35744941753525444,0.48187633262260127,0.4137018037398643,0.32926829268292684,0.3269133619600909,0.3191489361702128,0.4274193548387097,0.5454545454545454,0.4666666666666667
30,152,Driving Layup Shot,Layup,186,20000108,34.0443,0,0,-118.2698,3,2,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,153,0,2341.0,0,0.4693396226415094,0.41475826972010177,0.42347600518806744,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.3111111111111111,0.3333333333333333,0.5,0.4666666666666667
31,155,Tip Shot,Tip Shot,220,20000108,34.0443,0,0,-118.2698,0,2,0,2000-01,26,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,156,0,2383.0,0,0.44522144522144524,0.3893877551020408,0.42347600518806744,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.3963963963963964,0.37037037037037035,0.46095829636202307,0.4666666666666667
32,158,Reverse Dunk Shot,Dunk,318,20000108,34.0443,0,0,-118.2698,3,3,0,2000-01,53,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,159,0,274.0,0,0.4375,0.3905579399141631,0.4472295514511873,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.4117647058823529,0.2153846153846154,0.5,0.4666666666666667
33,164,Dunk Shot,Dunk,418,20000108,34.0443,0,0,-118.2698,5,4,0,2000-01,32,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,165,0,6330.0,0,0.4343675417661098,0.41644562334217505,0.46996466431095407,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.3055555555555556,0.4090909090909091,0.46095829636202307,0.4666666666666667
34,171,Jump Shot,Jump Shot,77,20000124,33.8503,70,194,-118.1998,1,1,0,2000-01,36,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,SAC,172,1,4572.0,0,0.4329411764705882,0.3905579399141631,0.3805418719211823,0.45344187375035705,0.4773477939364062,0.7471116816431322,0.36904761904761907,0.39285714285714285,0.46095829636202307,0.4666666666666667
35,181,Alley Oop Dunk Shot,Dunk,328,20000124,34.0443,0,0,-118.2698,11,4,0,2000-01,44,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,SAC,182,0,6062.0,0,0.42105263157894735,0.41644562334217505,0.4549499443826474,0.4488021295474712,0.4773477939364062,0.3269133619600909,0.5,0.48484848484848486,0.5,0.4666666666666667
36,191,Jump Shot,Jump Shot,54,20000140,34.0503,174,-6,-118.0958,6,1,0,2000-01,24,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,192,0,15094.0,0,0.40850277264325324,0.43573667711598746,0.44724674232870953,0.46567164179104475,0.4773477939364062,0.3853296193129062,0.4251497005988024,0.5466666666666666,0.5,0.4666666666666667
37,192,Driving Layup Shot,Layup,57,20000140,34.0443,0,0,-118.2698,6,1,0,2000-01,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,193,0,13873.0,0,0.4786729857819905,0.41644562334217505,0.42347600518806744,0.4488021295474712,0.4773477939364062,0.3269133619600909,0.5454545454545454,0.34615384615384615,1.0,0.4666666666666667
38,195,Jump Shot,Jump Shot,100,20000140,34.0403,153,4,-118.1168,0,1,0,2000-01,18,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,196,0,8727.0,0,0.4704370179948586,0.5320910973084886,0.42347600518806744,0.4137018037398643,0.4773477939364062,0.9766536964980544,0.28846153846153844,0.4954954954954955,0.46095829636202307,0.4666666666666667
39,201,Jump Shot,Jump Shot,256,20000140,33.9783,-162,66,-118.4318,10,3,0,2000-01,5,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,202,0,97.0,0,0.4343675417661098,0.46179401993355484,0.42347600518806744,0.45344187375035705,0.4773477939364062,0.5982042648709316,0.47959183673469385,0.39285714285714285,0.6666666666666666,0.4666666666666667
40,209,Jump Shot,Jump Shot,411,20000140,33.8883,-214,156,-118.4838,5,4,0,2000-01,19,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,210,1,13939.0,0,0.4329411764705882,0.3905579399141631,0.47974413646055436,0.4137018037398643,0.4773477939364062,0.3269133619600909,0.44,0.3333333333333333,0.46095829636202307,0.4666666666666667
41,210,Jump Shot,Jump Shot,425,20000140,33.9073,-149,137,-118.4188,3,4,0,2000-01,38,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,211,1,0.0,1,0.47101449275362317,0.634765625,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.7414004914004914,0.6155655334616207,0.6207576089336545,0.5,0.4666666666666667
42,227,Driving Dunk Shot,Dunk,322,20000147,34.0443,0,0,-118.2698,0,3,0,2000-01,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-19,LAL vs. CHI,CHI,228,1,10403.0,0,0.44155844155844154,0.41644562334217505,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.7471116816431322,0.2818181818181818,0.36585365853658536,0.6,0.4666666666666667
43,256,Jump Shot,Jump Shot,56,20000180,33.8903,106,154,-118.1638,6,1,0,2000-01,22,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,257,0,8749.0,0,0.48,0.35744941753525444,0.46996466431095407,0.45344187375035705,0.32926829268292684,0.3269133619600909,0.5,0.43661971830985913,0.5,0.45843091334894615
44,259,Jump Shot,Jump Shot,86,20000180,33.8903,106,154,-118.1638,3,1,0,2000-01,25,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,260,0,5386.0,0,0.47101449275362317,0.39778449144008055,0.4659661946094107,0.4488021295474712,0.4773477939364062,0.3269133619600909,0.3116883116883117,0.34545454545454546,0.5,0.45843091334894615
45,263,Jump Shot,Jump Shot,256,20000180,33.9073,115,137,-118.1548,9,3,0,2000-01,18,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,264,1,9115.0,0,0.44080604534005036,0.41644562334217505,0.3805418719211823,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.3,0.6091954022988506,1.0,0.45843091334894615
46,266,Turnaround Jump Shot,Jump Shot,308,20000180,34.0633,-141,-19,-118.4108,3,3,0,2000-01,12,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,267,0,6064.0,0,0.4693396226415094,0.3905579399141631,0.4472295514511873,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.38235294117647056,0.35185185185185186,0.5,0.45843091334894615
47,278,Alley Oop Dunk Shot,Dunk,62,20000198,34.0443,0,0,-118.2698,5,1,0,2000-01,17,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-27,LAL @ LAC,LAC,279,1,0.0,1,0.40848214285714285,0.634765625,0.43453401943967984,0.4137018037398643,0.4773477939364062,0.7414004914004914,0.6155655334616207,0.6207576089336545,0.0,0.45843091334894615
48,281,Jump Shot,Jump Shot,207,20000198,33.9033,98,141,-118.1718,2,2,0,2000-01,38,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-27,LAL @ LAC,LAC,282,1,3345.0,0,0.43710021321961623,0.41475826972010177,0.42347600518806744,0.46567164179104475,0.4773477939364062,0.5982042648709316,0.5263157894736842,0.40425531914893614,0.0,0.45843091334894615
49,292,Jump Shot,Jump Shot,374,20000198,33.9283,51,116,-118.2188,10,4,0,2000-01,39,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-11-27,LAL @ LAC,LAC,293,1,0.0,1,0.4822888283378747,0.634765625,0.4522425249169435,0.46567164179104475,0.4773477939364062,0.3853296193129062,0.6155655334616207,0.6207576089336545,0.5,0.45843091334894615
50,298,Running Jump Shot,Jump Shot,171,20000206,33.9383,-65,106,-118.3348,8,2,0,2000-01,11,12,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,299,1,8439.0,0,0.47101449275362317,0.36952714535901926,0.42347600518806744,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.25,0.3888888888888889,0.0,0.45843091334894615
51,299,Turnaround Jump Shot,Jump Shot,203,20000206,33.9383,-115,106,-118.3848,6,2,0,2000-01,11,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,300,1,4998.0,0,0.4453125,0.3893877551020408,0.47974413646055436,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.4369747899159664,0.40425531914893614,0.5,0.45843091334894615
52,300,Running Jump Shot,Jump Shot,205,20000206,33.9893,-86,55,-118.3558,5,2,0,2000-01,47,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,301,1,7028.0,0,0.4693396226415094,0.4503105590062112,0.4472295514511873,0.45344187375035705,0.4773477939364062,0.3269133619600909,0.36904761904761907,0.4307692307692308,0.5,0.45843091334894615
53,316,Jump Shot,Jump Shot,439,20000206,33.8273,-117,217,-118.3868,9,4,0,2000-01,23,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,317,1,15927.0,0,0.4822888283378747,0.46179401993355484,0.4472295514511873,0.46567164179104475,0.4773477939364062,0.7471116816431322,0.4583333333333333,0.39215686274509803,0.8,0.45843091334894615
54,326,Jump Shot,Jump Shot,243,20000222,33.8603,167,184,-118.1028,0,2,0,2000-01,28,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,327,0,10493.0,0,0.44715447154471544,0.47318611987381703,0.46996466431095407,0.45344187375035705,0.4773477939364062,0.7471116816431322,0.47572815533980584,0.4666666666666667,0.5,0.45843091334894615
55,327,Jump Shot,Jump Shot,254,20000222,34.0253,129,19,-118.1408,10,3,0,2000-01,59,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,328,0,716.0,0,0.4097560975609756,0.3905579399141631,0.44724674232870953,0.46567164179104475,0.4773477939364062,0.5745412844036697,0.28846153846153844,0.2153846153846154,0.46095829636202307,0.45843091334894615
56,334,Layup Shot,Layup,36,20000230,34.0443,0,0,-118.2698,8,1,0,2000-01,14,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,335,0,65.0,0,0.3799212598425197,0.3893877551020408,0.47974413646055436,0.4488021295474712,0.4773477939364062,0.5982042648709316,0.4673913043478261,0.4528301886792453,0.46095829636202307,0.45843091334894615
57,345,Running Jump Shot,Jump Shot,208,20000230,33.9893,-16,55,-118.2858,3,2,0,2000-01,14,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,346,1,1224.0,0,0.48735632183908045,0.41475826972010177,0.48187633262260127,0.46567164179104475,0.4773477939364062,0.3269133619600909,0.4172661870503597,0.2127659574468085,0.0,0.45843091334894615
58,347,Jump Shot,Jump Shot,267,20000230,33.9763,26,68,-118.2438,10,3,0,2000-01,15,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,348,1,0.0,1,0.4097560975609756,0.634765625,0.44724674232870953,0.46567164179104475,0.4773477939364062,0.3853296193129062,0.6155655334616207,0.6207576089336545,0.5,0.45843091334894615
59,364,Jump Shot,Jump Shot,4,20000246,33.8633,-16,181,-118.2858,11,1,0,2000-01,18,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,365,1,145.0,0,0.4594594594594595,0.4269547325102881,0.44724674232870953,0.4488021295474712,0.4773477939364062,0.7471116816431322,0.5955882352941176,0.3902439024390244,0.46095829636202307,0.45843091334894615
